,Bloomberg US Agg Sovereign Avg OAS,Bloomberg US Corporate High Yield Average OAS
,LUAS Index,LF98OAS Index
4/27/2021,1.3,2.93
4/28/2021,1.3,2.94
4/29/2021,1.27,2.93
4/30/2021,1.25,2.91
5/3/2021,1.28,2.86
5/4/2021,1.29,2.92
5/5/2021,1.29,2.9
5/6/2021,1.28,2.91
5/7/2021,1.24,2.89
5/10/2021,1.22,2.88
5/11/2021,1.22,3
5/12/2021,1.2,3.02
5/13/2021,1.22,3.05
5/14/2021,1.22,3.03
5/17/2021,1.22,3
5/18/2021,1.22,3.03
5/19/2021,1.22,3.08
5/20/2021,1.24,3.11
5/21/2021,1.25,3.07
5/24/2021,1.26,3.03
5/25/2021,1.28,3.05
5/26/2021,1.26,3.03
5/27/2021,1.25,3.02
5/28/2021,1.22,2.96
5/31/2021,1.22,2.96
6/1/2021,1.22,3.01
6/2/2021,1.22,2.98
6/3/2021,1.22,2.95
6/4/2021,1.23,2.97
6/7/2021,1.24,2.92
6/8/2021,1.24,2.92
6/9/2021,1.24,2.91
6/10/2021,1.25,2.91
6/11/2021,1.23,2.9
6/14/2021,1.23,2.84
6/15/2021,1.23,2.86
6/16/2021,1.21,2.8
6/17/2021,1.23,2.84
6/18/2021,1.26,2.86
6/21/2021,1.23,2.81
6/22/2021,1.24,2.85
6/23/2021,1.24,2.8
6/24/2021,1.24,2.78
6/25/2021,1.21,2.75
6/28/2021,1.23,2.72
6/29/2021,1.23,2.72
6/30/2021,1.25,2.68
7/1/2021,1.24,2.65
7/2/2021,1.14,2.67
7/6/2021,1.16,2.62
7/7/2021,1.17,2.63
7/8/2021,1.18,2.71
7/9/2021,1.17,2.69
7/12/2021,1.16,2.66
7/13/2021,1.15,2.67
7/14/2021,1.16,2.75
7/15/2021,1.18,2.82
7/16/2021,1.17,2.82
7/19/2021,1.22,3.04
7/20/2021,1.22,3.01
7/21/2021,1.2,2.93
7/22/2021,1.21,2.92
7/23/2021,1.21,2.89
7/26/2021,1.21,2.89
7/27/2021,1.24,2.96
7/28/2021,1.25,2.94
7/29/2021,1.24,2.98
7/30/2021,1.25,2.94
8/2/2021,1.26,2.98
8/3/2021,1.25,3.06
8/4/2021,1.25,3.09
8/5/2021,1.22,3.04
8/6/2021,1.19,3.01
8/9/2021,1.19,3.01
8/10/2021,1.18,3.05
8/11/2021,1.18,3.09
8/12/2021,1.17,3.07
8/13/2021,1.2,3.09
8/16/2021,1.21,3.05
8/17/2021,1.21,3.09
8/18/2021,1.19,3.09
8/19/2021,1.22,3.14
8/20/2021,1.21,3.12
8/23/2021,1.19,3.07
8/24/2021,1.18,3.02
8/25/2021,1.15,2.97
8/26/2021,1.15,2.96
8/27/2021,1.16,2.94
8/30/2021,1.16,2.88
8/31/2021,1.15,2.88
9/1/2021,1.17,2.87
9/2/2021,1.17,2.83
9/3/2021,1.16,2.79
9/7/2021,1.14,2.79
9/8/2021,1.15,2.82
9/9/2021,1.17,2.81
9/10/2021,1.16,2.79
9/13/2021,1.18,2.76
9/14/2021,1.2,2.79
9/15/2021,1.19,2.77
9/16/2021,1.18,2.75
9/17/2021,1.17,2.74
9/20/2021,1.22,2.9
9/21/2021,1.22,2.87
9/22/2021,1.22,2.8
9/23/2021,1.18,2.75
9/24/2021,1.18,2.77
9/27/2021,1.19,2.76
9/28/2021,1.19,2.85
9/29/2021,1.22,2.81
9/30/2021,1.23,2.89
10/1/2021,1.26,2.93
10/4/2021,1.26,2.93
10/5/2021,1.26,2.93
10/6/2021,1.3,3
10/7/2021,1.26,2.93
10/8/2021,1.25,2.95
10/12/2021,1.29,3
10/13/2021,1.27,3.01
10/14/2021,1.26,2.95
10/15/2021,1.22,2.89
10/18/2021,1.21,2.84
10/19/2021,1.19,2.85
10/20/2021,1.18,2.85
10/21/2021,1.17,2.81
10/22/2021,1.18,2.85
10/25/2021,1.18,2.85
10/26/2021,1.19,2.87
10/27/2021,1.21,2.89
10/28/2021,1.21,2.86
10/29/2021,1.24,2.87
11/1/2021,1.27,2.86
11/2/2021,1.29,2.94
11/3/2021,1.25,2.91
11/4/2021,1.26,2.92
11/5/2021,1.28,2.84
11/8/2021,1.25,2.76
11/9/2021,1.27,2.82
11/10/2021,1.25,2.8
11/12/2021,1.25,2.84
11/15/2021,1.24,2.85
11/16/2021,1.23,2.91
11/17/2021,1.25,2.96
11/18/2021,1.26,2.98
11/19/2021,1.27,3.01
11/22/2021,1.23,2.95
11/23/2021,1.23,3.07
11/24/2021,1.27,3.11
11/26/2021,1.4,3.41
11/29/2021,1.38,3.3
11/30/2021,1.4,3.37
12/1/2021,1.39,3.33
12/2/2021,1.36,3.25
12/3/2021,1.38,3.26
12/6/2021,1.33,3.1
12/7/2021,1.29,2.9
12/8/2021,1.24,2.94
12/9/2021,1.26,2.99
12/10/2021,1.24,3.02
12/13/2021,1.27,3.04
12/14/2021,1.26,3.09
12/15/2021,1.26,3.06
12/16/2021,1.26,3.05
12/17/2021,1.29,3.08
12/20/2021,1.3,3.1
12/21/2021,1.26,2.99
12/22/2021,1.27,2.92
12/23/2021,1.25,2.83
12/27/2021,1.24,2.71
12/28/2021,1.23,2.75
12/29/2021,1.2,2.76
12/30/2021,1.21,2.81
12/31/2021,1.22,2.83
1/3/2022,1.17,2.78
1/4/2022,1.18,2.85
1/5/2022,1.2,2.86
1/6/2022,1.23,2.93
1/7/2022,1.25,2.98
1/10/2022,1.27,3.02
1/11/2022,1.28,2.93
1/12/2022,1.28,2.86
1/13/2022,1.31,2.93
1/14/2022,1.29,2.93
1/18/2022,1.3,2.95
1/19/2022,1.31,2.95
1/20/2022,1.3,2.98
1/21/2022,1.31,3.12
1/24/2022,1.32,3.21
1/25/2022,1.32,3.24
1/26/2022,1.29,3.15
1/27/2022,1.34,3.32
1/28/2022,1.35,3.45
1/31/2022,1.35,3.42
2/1/2022,1.37,3.32
2/2/2022,1.36,3.26
2/3/2022,1.35,3.33
2/4/2022,1.35,3.42
2/7/2022,1.38,3.45
2/8/2022,1.39,3.43
2/9/2022,1.37,3.34
2/10/2022,1.35,3.35
2/11/2022,1.43,3.67
2/14/2022,1.44,3.57
2/15/2022,1.39,3.52
2/16/2022,1.4,3.54
2/17/2022,1.43,3.63
2/18/2022,1.47,3.65
2/22/2022,1.49,3.61
2/23/2022,1.51,3.59
2/24/2022,1.55,3.72
2/25/2022,1.5,3.53
2/28/2022,1.58,3.59
3/1/2022,1.61,3.71
3/2/2022,1.55,3.55
3/3/2022,1.55,3.58
3/4/2022,1.63,3.76
3/7/2022,1.67,3.87
3/8/2022,1.66,3.92
3/9/2022,1.6,3.84
3/10/2022,1.55,3.89
3/11/2022,1.55,3.94
3/14/2022,1.53,4.08
3/15/2022,1.54,4.11
3/16/2022,1.48,3.86
3/17/2022,1.39,3.69
3/18/2022,1.4,3.7
3/21/2022,1.38,3.53
3/22/2022,1.36,3.52
3/23/2022,1.38,3.58
3/24/2022,1.35,3.52
3/25/2022,1.3,3.41
3/28/2022,1.29,3.42
3/29/2022,1.25,3.26
3/30/2022,1.26,3.24
3/31/2022,1.27,3.25
4/1/2022,1.26,3.2
4/4/2022,1.23,3.13
4/5/2022,1.18,3.09
4/6/2022,1.22,3.27
4/7/2022,1.23,3.34
4/8/2022,1.27,3.38
4/11/2022,1.32,3.52
4/12/2022,1.37,3.58
4/13/2022,1.36,3.54
4/14/2022,1.33,3.49
4/18/2022,1.31,3.52
4/19/2022,1.34,3.45
4/20/2022,1.39,3.47
4/21/2022,1.39,3.45
4/22/2022,1.44,3.55
4/25/2022,1.49,3.65
4/26/2022,1.5,3.75
4/27/2022,1.49,3.75
4/28/2022,1.51,3.76
4/29/2022,1.52,3.79
5/2/2022,1.56,3.88
5/3/2022,1.56,3.84
5/4/2022,1.51,3.9
5/5/2022,1.48,3.92
5/6/2022,1.49,4.02
5/9/2022,1.6,4.37
5/10/2022,1.64,4.37
5/11/2022,1.64,4.41
5/12/2022,1.65,4.58
5/13/2022,1.6,4.52
5/16/2022,1.63,4.59
5/17/2022,1.57,4.48
5/18/2022,1.63,4.72
5/19/2022,1.65,4.79
5/20/2022,1.67,4.82
5/23/2022,1.6,4.75
5/24/2022,1.64,4.81
5/25/2022,1.59,4.6
5/26/2022,1.54,4.3
5/27/2022,1.5,4.12
5/31/2022,1.43,4.06
6/1/2022,1.42,4.01
6/2/2022,1.42,3.99
6/3/2022,1.42,4.08
6/6/2022,1.41,4.06
6/7/2022,1.44,4.17
6/8/2022,1.42,4.2
6/9/2022,1.45,4.28
6/10/2022,1.45,4.38
6/13/2022,1.5,4.8
6/14/2022,1.51,4.77
6/15/2022,1.51,4.77
6/16/2022,1.57,5.08
6/17/2022,1.59,5.02
6/21/2022,1.54,4.95
6/22/2022,1.63,5.21
6/23/2022,1.61,5.25
6/24/2022,1.59,5.07
6/27/2022,1.56,5.02
6/28/2022,1.64,5.21
6/29/2022,1.69,5.49
6/30/2022,1.72,5.69
7/1/2022,1.74,5.78
7/5/2022,1.76,5.83
7/6/2022,1.67,5.66
7/7/2022,1.62,5.39
7/8/2022,1.6,5.26
7/11/2022,1.68,5.31
7/12/2022,1.73,5.32
7/13/2022,1.78,5.33
7/14/2022,1.8,5.4
7/15/2022,1.81,5.29
7/18/2022,1.75,5.15
7/19/2022,1.69,4.99
7/20/2022,1.62,4.8
7/21/2022,1.71,4.89
7/22/2022,1.72,4.9
7/25/2022,1.68,4.86
7/26/2022,1.69,4.95
7/27/2022,1.66,4.91
7/28/2022,1.69,4.88
7/29/2022,1.65,4.69
8/1/2022,1.65,4.65
8/2/2022,1.57,4.46
8/3/2022,1.61,4.44
8/4/2022,1.57,4.41
8/5/2022,1.51,4.28
8/8/2022,1.55,4.26
8/9/2022,1.57,4.32
8/10/2022,1.49,4.18
8/11/2022,1.4,4.08
8/12/2022,1.44,4.09
8/15/2022,1.46,4.11
8/16/2022,1.48,4.13
8/17/2022,1.5,4.19
8/18/2022,1.51,4.24
8/19/2022,1.5,4.32
8/22/2022,1.55,4.49
8/23/2022,1.51,4.54
8/24/2022,1.45,4.47
8/25/2022,1.46,4.46
8/26/2022,1.48,4.52
8/29/2022,1.51,4.61
8/30/2022,1.52,4.78
8/31/2022,1.5,4.84
9/1/2022,1.55,4.94
9/2/2022,1.59,4.93
9/6/2022,1.55,4.88
9/7/2022,1.57,4.85
9/8/2022,1.51,4.69
9/9/2022,1.47,4.49
9/12/2022,1.44,4.42
9/13/2022,1.44,4.57
9/14/2022,1.52,4.63
9/15/2022,1.5,4.71
9/16/2022,1.56,4.87
9/19/2022,1.55,4.81
9/20/2022,1.53,4.83
9/21/2022,1.54,4.82
9/22/2022,1.52,4.88
9/23/2022,1.61,5.12
9/26/2022,1.63,5.16
9/27/2022,1.66,5.26
9/28/2022,1.82,5.48
9/29/2022,1.84,5.61
9/30/2022,1.78,5.52
10/3/2022,1.8,5.52
10/4/2022,1.71,5.09
10/5/2022,1.73,4.99
10/6/2022,1.7,4.9
10/7/2022,1.73,4.98
10/11/2022,1.79,5.25
10/12/2022,1.82,5.33
10/13/2022,1.81,5.27
10/14/2022,1.8,5.22
10/17/2022,1.8,5.14
10/18/2022,1.8,5.04
10/19/2022,1.77,5.05
10/20/2022,1.76,5
10/21/2022,1.81,5.07
10/24/2022,1.75,5
10/25/2022,1.77,5.02
10/26/2022,1.72,4.83
10/27/2022,1.72,4.78
10/28/2022,1.65,4.55
10/31/2022,1.67,4.64
11/1/2022,1.64,4.46
11/2/2022,1.62,4.46
11/3/2022,1.64,4.63
11/4/2022,1.6,4.62
11/7/2022,1.51,4.53
11/8/2022,1.53,4.62
11/9/2022,1.56,4.82
11/10/2022,1.6,4.68
11/14/2022,1.44,4.52
11/15/2022,1.44,4.49
11/16/2022,1.47,4.55
11/17/2022,1.46,4.59
11/18/2022,1.45,4.5
11/21/2022,1.43,4.49
11/22/2022,1.44,4.44
11/23/2022,1.43,4.36
11/25/2022,1.39,4.35
11/28/2022,1.39,4.49
11/29/2022,1.32,4.48
11/30/2022,1.33,4.48
12/1/2022,1.35,4.37
12/2/2022,1.35,4.38
12/5/2022,1.31,4.34
12/6/2022,1.39,4.48
12/7/2022,1.43,4.58
12/8/2022,1.36,4.46
12/9/2022,1.32,4.37
12/12/2022,1.32,4.31
12/13/2022,1.33,4.26
12/14/2022,1.36,4.3
12/15/2022,1.38,4.45
12/16/2022,1.42,4.57
12/19/2022,1.4,4.57
12/20/2022,1.39,4.58
12/21/2022,1.38,4.48
12/22/2022,1.39,4.52
12/23/2022,1.35,4.48
12/27/2022,1.29,4.47
12/28/2022,1.3,4.63
12/29/2022,1.33,4.68
12/30/2022,1.31,4.69
1/3/2023,1.4,4.59
1/4/2023,1.46,4.52
1/5/2023,1.51,4.48
1/6/2023,1.53,4.37
1/9/2023,1.51,4.28
1/10/2023,1.5,4.24
1/11/2023,1.49,4.2
1/12/2023,1.49,4.19
1/13/2023,1.43,4.07
1/17/2023,1.41,4.1
1/18/2023,1.42,4.16
1/19/2023,1.39,4.29
1/20/2023,1.37,4.24
1/23/2023,1.35,4.16
1/24/2023,1.37,4.2
1/25/2023,1.38,4.24
1/26/2023,1.34,4.14
1/27/2023,1.33,4.13
1/30/2023,1.36,4.18
1/31/2023,1.38,4.2
2/1/2023,1.4,4.19
2/2/2023,1.3,3.86
2/3/2023,1.27,3.85
2/6/2023,1.28,3.9
2/7/2023,1.29,3.91
2/8/2023,1.32,3.99
2/9/2023,1.31,3.99
2/10/2023,1.32,4.14
2/13/2023,1.34,4.14
2/14/2023,1.31,4.09
2/15/2023,1.3,4.08
2/16/2023,1.27,4.16
2/17/2023,1.33,4.26
2/21/2023,1.31,4.4
2/22/2023,1.33,4.34
2/23/2023,1.31,4.23
2/24/2023,1.27,4.19
2/27/2023,1.3,4.16
2/28/2023,1.3,4.12
3/1/2023,1.28,4.1
3/2/2023,1.26,4.08
3/3/2023,1.29,3.97
3/6/2023,1.26,3.89
3/7/2023,1.28,3.89
3/8/2023,1.31,4
3/9/2023,1.35,4.17
3/10/2023,1.44,4.5
3/13/2023,1.5,4.94
3/14/2023,1.43,4.69
3/15/2023,1.53,5.11
3/16/2023,1.43,4.85
3/17/2023,1.52,5.09
3/20/2023,1.5,5.09
3/21/2023,1.43,4.81
3/22/2023,1.53,4.96
3/23/2023,1.52,5.07
3/24/2023,1.51,5.16
3/27/2023,1.42,4.99
3/28/2023,1.45,4.98
3/29/2023,1.43,4.8
3/30/2023,1.42,4.72
3/31/2023,1.43,4.55
4/3/2023,1.43,4.54
4/4/2023,1.47,4.67
4/5/2023,1.47,4.78
4/6/2023,1.47,4.77
4/7/2023,1.42,4.65
4/10/2023,1.41,4.65
4/11/2023,1.4,4.59
4/12/2023,1.4,4.59
4/13/2023,1.38,4.46
4/14/2023,1.35,4.39
4/17/2023,1.34,4.41
4/18/2023,1.36,4.39
4/19/2023,1.37,4.41
4/20/2023,1.37,4.54
4/21/2023,1.36,4.48
4/24/2023,1.38,4.48
4/25/2023,1.41,4.65
4/26/2023,1.37,4.66
4/27/2023,1.32,4.51
4/28/2023,1.35,4.52
5/1/2023,1.28,4.39
5/2/2023,1.38,4.64
5/3/2023,1.39,4.73
5/4/2023,1.4,4.89
5/5/2023,1.38,4.71
5/8/2023,1.35,4.66
5/9/2023,1.35,4.66
5/10/2023,1.37,4.71
5/11/2023,1.37,4.73
5/12/2023,1.35,4.71
5/15/2023,1.36,4.7
5/16/2023,1.34,4.84
5/17/2023,1.33,4.84
5/18/2023,1.3,4.81
5/19/2023,1.28,4.77
5/22/2023,1.28,4.49
5/23/2023,1.29,4.56
5/24/2023,1.28,4.64
5/25/2023,1.24,4.53
5/26/2023,1.24,4.46
5/30/2023,1.28,4.61
5/31/2023,1.31,4.59
6/1/2023,1.32,4.55
6/2/2023,1.27,4.24
6/5/2023,1.29,4.29
6/6/2023,1.3,4.26
6/7/2023,1.27,4.22
6/8/2023,1.31,4.27
6/9/2023,1.29,4.16
6/12/2023,1.28,4.21
6/13/2023,1.22,4.07
6/14/2023,1.24,4.06
6/15/2023,1.27,4.08
6/16/2023,1.23,4.01
6/20/2023,1.26,4.09
6/21/2023,1.24,4.17
6/22/2023,1.2,4.16
6/23/2023,1.22,4.26
6/26/2023,1.23,4.29
6/27/2023,1.2,4.15
6/28/2023,1.23,4.13
6/29/2023,1.19,4
6/30/2023,1.18,3.9
7/3/2023,1.15,3.87
7/5/2023,1.12,3.89
7/6/2023,1.14,3.98
7/7/2023,1.18,3.97
7/10/2023,1.21,4.01
7/11/2023,1.2,3.93
7/12/2023,1.22,3.82
7/13/2023,1.22,3.85
7/14/2023,1.17,3.79
7/17/2023,1.18,3.83
7/18/2023,1.16,3.79
7/19/2023,1.19,3.81
7/20/2023,1.18,3.79
7/21/2023,1.19,3.76
7/24/2023,1.17,3.73
7/25/2023,1.16,3.72
7/26/2023,1.17,3.76
7/27/2023,1.1,3.7
7/28/2023,1.13,3.71
7/31/2023,1.1,3.67
8/1/2023,1.1,3.73
8/2/2023,1.13,3.85
8/3/2023,1.13,3.88
8/4/2023,1.17,3.9
8/7/2023,1.15,3.88
8/8/2023,1.16,3.9
8/9/2023,1.16,3.85
8/10/2023,1.11,3.75
8/11/2023,1.09,3.73
8/14/2023,1.12,3.76
8/15/2023,1.16,3.75
8/16/2023,1.15,3.74
8/17/2023,1.19,3.87
8/18/2023,1.21,3.92
8/21/2023,1.2,3.88
8/22/2023,1.19,3.85
8/23/2023,1.19,3.82
8/24/2023,1.16,3.85
8/25/2023,1.16,3.8
8/28/2023,1.17,3.77
8/29/2023,1.17,3.77
8/30/2023,1.13,3.7
8/31/2023,1.13,3.72
9/1/2023,1.11,3.66
9/5/2023,1.13,3.72
9/6/2023,1.16,3.71
9/7/2023,1.18,3.76
9/8/2023,1.18,3.72
9/11/2023,1.19,3.7
9/12/2023,1.22,3.72
9/13/2023,1.21,3.74
9/14/2023,1.18,3.68
9/15/2023,1.18,3.74
9/18/2023,1.21,3.72
9/19/2023,1.18,3.73
9/20/2023,1.16,3.69
9/21/2023,1.17,3.8
9/22/2023,1.21,3.84
9/25/2023,1.18,3.87
9/26/2023,1.21,3.96
9/27/2023,1.21,3.93
9/28/2023,1.25,3.98
9/29/2023,1.22,3.94
10/2/2023,1.23,4.02
10/3/2023,1.25,4.2
10/4/2023,1.32,4.27
10/5/2023,1.31,4.29
10/6/2023,1.27,4.22
10/10/2023,1.27,4.05
10/11/2023,1.27,4.05
10/12/2023,1.21,4.06
10/13/2023,1.27,4.12
10/16/2023,1.24,4.09
10/17/2023,1.22,4.05
10/18/2023,1.22,4.14
10/19/2023,1.23,4.23
10/20/2023,1.26,4.35
10/23/2023,1.29,4.34
10/24/2023,1.26,4.23
10/25/2023,1.21,4.2
10/26/2023,1.29,4.31
10/27/2023,1.29,4.34
10/30/2023,1.28,4.37
10/31/2023,1.27,4.37
11/1/2023,1.33,4.38
11/2/2023,1.27,4.06
11/3/2023,1.26,3.95
11/6/2023,1.25,3.9
11/7/2023,1.3,3.98
11/8/2023,1.33,3.98
11/9/2023,1.27,3.94
11/10/2023,1.28,3.92
11/13/2023,1.3,3.93
11/14/2023,1.33,3.87
11/15/2023,1.25,3.81
11/16/2023,1.28,3.92
11/17/2023,1.26,3.89
11/20/2023,1.26,3.83
11/21/2023,1.22,3.86
11/22/2023,1.2,3.8
11/24/2023,1.17,3.75
11/27/2023,1.22,3.82
11/28/2023,1.23,3.83
11/29/2023,1.22,3.75
11/30/2023,1.16,3.7
12/1/2023,1.21,3.74
12/4/2023,1.17,3.67
12/5/2023,1.19,3.67
12/6/2023,1.18,3.66
12/7/2023,1.18,3.64
12/8/2023,1.15,3.6
12/11/2023,1.17,3.64
12/12/2023,1.2,3.63
12/13/2023,1.24,3.63
12/14/2023,1.18,3.34
12/15/2023,1.18,3.36
12/18/2023,1.16,3.4
12/19/2023,1.16,3.35
12/20/2023,1.18,3.34
12/21/2023,1.17,3.29
12/22/2023,1.14,3.24
12/26/2023,1.16,3.23
12/27/2023,1.21,3.15
12/28/2023,1.18,3.12
12/29/2023,1.19,3.23
1/2/2024,1.23,3.33
1/3/2024,1.33,3.51
1/4/2024,1.3,3.6
1/5/2024,1.28,3.53
1/8/2024,1.32,3.46
1/9/2024,1.31,3.4
1/10/2024,1.26,3.34
1/11/2024,1.27,3.37
1/12/2024,1.25,3.38
1/16/2024,1.23,3.41
1/17/2024,1.25,3.44
1/18/2024,1.22,3.42
1/19/2024,1.23,3.38
1/22/2024,1.26,3.36
1/23/2024,1.28,3.37
1/24/2024,1.25,3.33
1/25/2024,1.28,3.34
1/26/2024,1.26,3.25
1/29/2024,1.26,3.27
1/30/2024,1.25,3.27
1/31/2024,1.26,3.44
2/1/2024,1.32,3.4
2/2/2024,1.27,3.3
2/5/2024,1.27,3.32
2/6/2024,1.29,3.34
2/7/2024,1.27,3.26
2/8/2024,1.26,3.21
2/9/2024,1.26,3.16
2/12/2024,1.27,3.18
2/13/2024,1.23,3.16
2/14/2024,1.25,3.19
2/15/2024,1.23,3.17
2/16/2024,1.21,3.14
2/20/2024,1.24,3.18
2/21/2024,1.22,3.16
2/22/2024,1.2,3.06
2/23/2024,1.23,3.06
2/26/2024,1.21,3.05
2/27/2024,1.21,3.07
2/28/2024,1.24,3.14
2/29/2024,1.24,3.12
3/1/2024,1.29,3.16
3/4/2024,1.27,3.1
3/5/2024,1.3,3.15
3/6/2024,1.31,3.15
3/7/2024,1.31,3.15
3/8/2024,1.3,3.14
3/11/2024,1.3,3.14
3/12/2024,1.25,3.08
3/13/2024,1.23,3.03
3/14/2024,1.19,3.02
3/15/2024,1.19,3.02
3/18/2024,1.19,3.01
3/19/2024,1.21,2.99
3/20/2024,1.21,3
3/21/2024,1.16,2.92
3/22/2024,1.18,2.96
3/25/2024,1.18,3
3/26/2024,1.2,3.01
3/27/2024,1.21,3.01
3/28/2024,1.21,2.99
3/29/2024,1.21,2.99
4/1/2024,1.18,2.98
4/2/2024,1.22,3.08
4/3/2024,1.21,3.09
4/4/2024,1.22,3.12
4/5/2024,1.17,3.03
4/8/2024,1.16,2.98
4/9/2024,1.16,2.99
4/10/2024,1.11,2.92
4/11/2024,1.16,3.01
4/12/2024,1.2,3.1
4/15/2024,1.21,3.14
4/16/2024,1.24,3.2
4/17/2024,1.25,3.29
4/18/2024,1.23,3.25
4/19/2024,1.23,3.23
4/22/2024,1.24,3.16
4/23/2024,1.23,3.08
4/24/2024,1.22,3.07
4/25/2024,1.23,3.11
4/26/2024,1.23,3.04
4/29/2024,1.23,2.99
4/30/2024,1.22,3.01
5/1/2024,1.26,3.08
5/2/2024,1.25,3.04
5/3/2024,1.23,2.93
5/6/2024,1.19,2.89
5/7/2024,1.19,2.92
5/8/2024,1.2,2.95
5/9/2024,1.22,3
5/10/2024,1.19,2.98
5/13/2024,1.2,3.01
5/14/2024,1.22,3.03
5/15/2024,1.2,3.01
5/16/2024,1.17,2.98
5/17/2024,1.17,2.97
5/20/2024,1.15,2.96
5/21/2024,1.17,2.98
5/22/2024,1.18,3
5/23/2024,1.17,2.98
5/24/2024,1.19,3
5/27/2024,1.19,3
5/28/2024,1.16,2.99
5/29/2024,1.16,3.04
5/30/2024,1.17,3.1
5/31/2024,1.18,3.08
6/3/2024,1.22,3.08
6/4/2024,1.25,3.12
6/5/2024,1.25,3.11
6/6/2024,1.25,3.11
6/7/2024,1.22,3.03
6/10/2024,1.23,3.05
6/11/2024,1.26,3.1
6/12/2024,1.25,3.02
6/13/2024,1.28,3.12
6/14/2024,1.3,3.2
6/17/2024,1.29,3.16
6/18/2024,1.29,3.16
6/19/2024,1.29,3.16
6/20/2024,1.27,3.15
6/21/2024,1.26,3.14
6/24/2024,1.26,3.1
6/25/2024,1.28,3.09
6/26/2024,1.25,3.08
6/27/2024,1.27,3.13
6/28/2024,1.26,3.09
7/1/2024,1.24,3.09
7/2/2024,1.26,3.12
7/3/2024,1.26,3.13
7/4/2024,1.26,3.13
7/5/2024,1.25,3.14
7/8/2024,1.24,3.11
7/9/2024,1.24,3.1
7/10/2024,1.24,3.07
7/11/2024,1.24,3.08
7/12/2024,1.23,3.07
7/15/2024,1.23,3.08
7/16/2024,1.26,3.03
7/17/2024,1.27,3.04
7/18/2024,1.26,3.03
7/19/2024,1.26,3.03
7/22/2024,1.24,3
7/23/2024,1.23,2.97
7/24/2024,1.24,3.03
7/25/2024,1.25,3.03
7/26/2024,1.26,3.06
7/29/2024,1.26,3.08
7/30/2024,1.28,3.13
7/31/2024,1.29,3.14
8/1/2024,1.34,3.25
8/2/2024,1.45,3.59
8/5/2024,1.49,3.81
8/6/2024,1.4,3.59
8/7/2024,1.36,3.48
8/8/2024,1.32,3.39
8/9/2024,1.32,3.39
8/12/2024,1.35,3.45
8/13/2024,1.35,3.45
8/14/2024,1.34,3.38
8/15/2024,1.28,3.22
8/16/2024,1.28,3.19
8/19/2024,1.28,3.12
8/20/2024,1.28,3.18
8/21/2024,1.29,3.19
8/22/2024,1.25,3.13
8/23/2024,1.27,3.12
8/26/2024,1.24,3.07
8/27/2024,1.25,3.1
8/28/2024,1.26,3.1
8/29/2024,1.26,3.08
8/30/2024,1.23,3.05
9/2/2024,1.23,3.01
9/3/2024,1.31,3.16
9/4/2024,1.35,3.2
9/5/2024,1.35,3.15
9/6/2024,1.35,3.22
9/9/2024,1.37,3.2
9/10/2024,1.4,3.3
9/11/2024,1.37,3.3
9/12/2024,1.34,3.25
9/13/2024,1.32,3.22
9/16/2024,1.32,3.2
9/17/2024,1.28,3.12
9/18/2024,1.24,3.07
9/19/2024,1.24,2.98
9/20/2024,1.26,3.01
9/23/2024,1.26,3.02
9/24/2024,1.28,3.06
9/25/2024,1.24,3.04
9/26/2024,1.23,2.99
9/27/2024,1.24,2.99
9/30/2024,1.21,2.95
10/1/2024,1.23,3
10/2/2024,1.2,3
10/3/2024,1.18,2.98
10/4/2024,1.14,2.84
10/7/2024,1.16,2.9
10/8/2024,1.19,2.95
10/9/2024,1.17,2.9
10/10/2024,1.19,2.95
10/11/2024,1.2,2.94
10/14/2024,1.2,2.94
10/15/2024,1.22,2.89
10/16/2024,1.2,2.87
10/17/2024,1.19,2.85
10/18/2024,1.21,2.86
10/21/2024,1.19,2.83
10/22/2024,1.22,2.88
10/23/2024,1.22,2.9
10/24/2024,1.22,2.89
10/25/2024,1.19,2.85
10/28/2024,1.2,2.79
10/29/2024,1.21,2.82
10/30/2024,1.19,2.76
10/31/2024,1.22,2.82
11/1/2024,1.2,2.75
11/4/2024,1.24,2.79
11/5/2024,1.27,2.78
11/6/2024,1.2,2.65
11/7/2024,1.19,2.67
11/8/2024,1.18,2.56
11/11/2024,1.18,2.56
11/12/2024,1.15,2.53
11/13/2024,1.16,2.55
11/14/2024,1.17,2.54
11/15/2024,1.21,2.66
11/18/2024,1.25,2.68
11/19/2024,1.24,2.66
11/20/2024,1.23,2.64
11/21/2024,1.21,2.58
11/22/2024,1.21,2.58
11/25/2024,1.25,2.61
11/26/2024,1.23,2.64
11/27/2024,1.22,2.66
11/28/2024,1.22,2.66
11/29/2024,1.24,2.66
12/2/2024,1.27,2.64
12/3/2024,1.24,2.62
12/4/2024,1.27,2.62
12/5/2024,1.25,2.61
12/6/2024,1.25,2.63
12/9/2024,1.23,2.62
12/10/2024,1.23,2.63
12/11/2024,1.2,2.59
12/12/2024,1.19,2.58
12/13/2024,1.2,2.62
12/16/2024,1.25,2.64
12/17/2024,1.26,2.7
12/18/2024,1.24,2.67
12/19/2024,1.28,2.84
12/20/2024,1.28,2.85
12/23/2024,1.26,2.81
12/24/2024,1.27,2.82
12/25/2024,1.27,2.82
12/26/2024,1.28,2.79
12/27/2024,1.27,2.8
12/30/2024,1.32,2.87
12/31/2024,1.31,2.87
