,S&P 500 INDEX,Russell 1000 Value Index,Russell 2000 Total Return Index,Russell 2000 Index,Bloomberg US Corporate Total Return Value Unhedged USD,Bloomberg US Corporate High Yield Total Return Index Value Unhedged USD,LBMA Gold Price PM USD
,SPX Index,RLV Index,RU20INTR Index,RTY Index,LUACTRUU Index,LF98TRUU Index,GOLDLNPM Index
5/12/2000,1420.96,561.93,1907.54,491.588,983.91,537.38,276.65
5/15/2000,1452.36,573.85,1934.04,498.397,988.62,538.35,275.05
5/16/2000,1466.04,575.46,1965.91,506.592,990.92,538.5,276
5/17/2000,1447.8,568.98,1941.61,500.3,988.35,538.42,273.1
5/18/2000,1437.21,569.5,1907.9,491.599,984.73,537.93,272.8
5/19/2000,1406.95,560.28,1864.05,480.297,987.06,536.21,273.15
5/22/2000,1400.72,560.55,1832.87,472.249,991.01,535.6,274
5/23/2000,1373.86,557.55,1783.79,459.598,990.46,535.5,274.05
5/24/2000,1399.05,563.02,1795.19,462.51,989.94,534.26,273.7
5/25/2000,1381.52,553.65,1772.95,456.77,994.99,534.57,273.35
5/26/2000,1378.02,553.78,1777.96,458.029,998.17,533.91,271.3
5/30/2000,1422.45,563.58,1852.97,477.299,996.6,531.96,273.15
5/31/2000,1420.6,565.45,1851.24,476.832,1000.58,531.82,272.25
6/1/2000,1448.81,573.72,1914.81,493.196,1006.12,532.2,272.5
6/2/2000,1477.26,580.45,1994.31,513.665,1012.57,533.24,281.6
6/5/2000,1467.63,575.13,1995.8,514.048,1015.74,534.39,283.25
6/6/2000,1457.84,573.9,1989.23,512.34,1016.26,535.51,288.4
6/7/2000,1471.36,576.19,2008.57,517.28,1017.13,536.15,284.1
6/8/2000,1461.67,571.97,2001.08,515.331,1017.99,536.91,285.75
6/9/2000,1456.95,569.43,2034.34,523.892,1017.77,537.74,284.4
6/12/2000,1446,569.57,1978,509.381,1020.74,538.49,284.6
6/13/2000,1469.44,573.07,1998.6,514.591,1020.87,538.48,291.5
6/14/2000,1470.54,576.31,1983.75,510.504,1024.46,539.28,287.15
6/15/2000,1478.73,570.97,1993.95,513.12,1022.91,539.89,287.4
6/16/2000,1464.46,560.24,1999.43,514.523,1026.2,540.42,290.1
6/19/2000,1486,564.8,2034.88,523.641,1025.3,540.58,285.9
6/20/2000,1475.95,561.57,2046.27,526.566,1023.92,541.37,286.2
6/21/2000,1479.13,560.6,2054.05,528.53,1019.54,540.55,286.05
6/22/2000,1452.18,556.61,2005.48,516.019,1017.82,540.68,287.65
6/23/2000,1441.48,554.94,1987.19,511.311,1014.29,540.61,285.8
6/26/2000,1455.31,555.67,2010.29,517.254,1018.6,541.14,284.05
6/27/2000,1450.55,554.95,1978.51,509.068,1019.62,541.69,283.8
6/28/2000,1454.82,553.61,2028.89,521.823,1018.65,541.76,288
6/29/2000,1442.39,551.35,1996.46,513.462,1023.08,542.18,289.75
6/30/2000,1454.6,538.87,2012.62,517.609,1025.71,542.65,288.15
7/3/2000,1469.54,547.91,2037.46,523.985,1028.54,543.2,287.65
7/4/2000,,,,,,,286.5
7/5/2000,1446.23,546.95,2015.33,518.274,1030.08,543.51,286.85
7/6/2000,1456.67,547.65,2035.12,523.286,1027.46,543.49,284.9
7/7/2000,1478.9,553.62,2054.03,528.145,1030.27,543.97,282.85
7/10/2000,1475.62,553.86,2064.39,530.799,1030.72,544.48,284.1
7/11/2000,1480.88,557.13,2059.92,529.644,1030.37,544.81,282.85
7/12/2000,1492.92,557.49,2101.12,540.164,1030.88,544.28,279.95
7/13/2000,1495.84,557.79,2110.96,542.67,1035.43,545.25,280.8
7/14/2000,1509.98,559.27,2110.73,542.602,1031.33,545.83,280.25
7/17/2000,1510.49,554.5,2120.59,545.136,1029.2,546.76,282.45
7/18/2000,1493.74,552.18,2086.22,536.28,1029.61,547.1,282.75
7/19/2000,1481.96,551.38,2053.36,527.828,1029.8,547.46,279.2
7/20/2000,1495.57,554.66,2080.42,534.779,1037.73,548.08,279.35
7/21/2000,1480.19,552.12,2033.36,522.678,1038.65,548.17,279.3
7/24/2000,1464.29,549.79,2000.73,514.268,1036.95,548.54,279.75
7/25/2000,1474.47,551.74,2000.84,514.289,1037.41,548.7,279.7
7/26/2000,1452.42,544.15,1999.05,513.802,1037.24,548.61,279.4
7/27/2000,1449.62,548.11,1951.88,501.637,1039.44,548.56,279.85
7/28/2000,1419.89,542.39,1907.4,490.169,1037.43,547.07,278.1
7/31/2000,1430.83,544.9,1947.87,500.559,1038.15,546.79,276.75
8/1/2000,1438.1,551.5,1936.95,497.724,1040.2,546.73,277.6
8/2/2000,1438.7,554.33,1946.71,500.169,1041.14,546.93,277.6
8/3/2000,1452.56,558.88,1944,499.452,1042.79,547.39,275.5
8/4/2000,1462.93,564.54,1960.18,503.606,1045.5,547.62,273.95
8/7/2000,1479.32,568.25,1984.7,509.9,1044.26,548.29,273.2
8/8/2000,1482.8,567.14,1980.02,508.613,1046.28,548.71,273.1
8/9/2000,1472.87,563.82,1976.04,507.54,1046.96,549.47,272
8/10/2000,1460.25,563.74,1953.42,501.649,1049.13,549.67,272.2
8/11/2000,1471.84,570.07,1987.08,510.227,1046.34,547.76,272.7
8/14/2000,1491.56,575.53,2003.61,514.463,1047.45,548.04,275.45
8/15/2000,1484.43,571.54,1986,509.924,1045.94,547.07,274.15
8/16/2000,1479.85,570.2,1997.2,512.739,1044.94,547.18,276.35
8/17/2000,1496.07,572.61,2011.75,516.458,1045.24,547.1,277.2
8/18/2000,1491.72,569.37,2008.08,515.508,1047.02,547.28,275.6
8/21/2000,1499.48,571.89,2011.89,516.485,1046.07,547.63,274.6
8/22/2000,1498.13,572.81,2015.77,517.419,1046.45,547.44,273.4
8/23/2000,1505.97,571.58,2017.84,517.886,1049.48,547.45,273.15
8/24/2000,1508.31,570.34,2038.85,523.273,1050.22,547.58,272.6
8/25/2000,1506.45,570.83,2046.18,525.132,1050.58,547.45,273.65
8/28/2000,1514.09,573.44,2051.4,526.469,1048.61,548.16,
8/29/2000,1509.84,570.87,2063.83,529.628,1046.82,548.36,274
8/30/2000,1502.59,570.83,2074.71,532.316,1046.94,549.97,273.3
8/31/2000,1517.68,573.98,2096.49,537.892,1051.14,550.53,277
9/1/2000,1520.77,575.65,2112.24,541.927,1053.2,551.57,277
9/4/2000,,,,,,,276.65
9/5/2000,1507.08,576.24,2100.75,538.974,1054.29,553.36,275
9/6/2000,1492.25,577.43,2090.66,536.329,1052.29,553.77,274.15
9/7/2000,1502.51,576.97,2115.95,542.801,1050.63,554.55,272.7
9/8/2000,1494.5,579.81,2085.53,534.994,1052,555.11,272.75
9/11/2000,1489.26,584.99,2080.57,533.714,1050.72,555.29,272.55
9/12/2000,1481.99,584.16,2075.73,532.449,1050.71,555.43,274.65
9/13/2000,1484.91,583.05,2082.26,533.994,1053.07,555.58,272.5
9/14/2000,1480.87,580.89,2103.06,539.305,1050.47,555.3,273.1
9/15/2000,1465.81,576.84,2070.23,530.88,1049.41,554.8,272.6
9/18/2000,1444.51,567.35,2014.82,516.664,1048.84,554.24,273
9/19/2000,1459.9,567.79,2040.64,523.275,1050.69,552.35,271.85
9/20/2000,1451.34,559.48,2033.57,521.418,1048.87,551.96,271.4
9/21/2000,1449.05,557.2,2005.94,514.322,1050.55,551.91,269.5
9/22/2000,1448.72,566.22,2023.55,518.838,1052.38,551.16,273.95
9/25/2000,1439.03,567.52,2010.48,515.484,1053.5,551.88,272.85
9/26/2000,1427.21,565.22,1989.01,509.976,1056.76,551.46,274.85
9/27/2000,1426.57,567.42,1982.77,508.16,1055.77,548.62,276.15
9/28/2000,1458.29,578.77,2044.16,523.867,1056.12,547.9,276.4
9/29/2000,1436.51,578.53,2034.87,521.475,1056.9,545.72,273.65
10/2/2000,1436.23,582.02,1996.95,511.737,1055.75,545.64,273.1
10/3/2000,1426.46,581.01,1969.54,504.701,1054.24,545.44,272.1
10/4/2000,1434.32,579.01,1980.96,507.581,1052.63,545.41,271.35
10/5/2000,1436.28,581.21,1962.18,502.721,1054.17,545.39,270.4
10/6/2000,1408.99,571.17,1916.65,491.057,1055.88,545.32,270
10/9/2000,1402.03,569.35,1910.89,489.58,,,270
10/10/2000,1387.02,565.55,1879.98,481.655,1054.66,545.29,270.5
10/11/2000,1364.59,559.83,1853.42,474.78,1054.32,544.48,272.75
10/12/2000,1329.78,545.69,1807.62,463.014,1055.94,543.59,274
10/13/2000,1374.17,555.49,1875.78,480.454,1054.5,542.43,273.25
10/16/2000,1374.62,557.13,1881.01,481.793,1054.45,540.87,271.6
10/17/2000,1349.97,549.29,1838.72,470.94,1056.72,536.74,270.25
10/18/2000,1342.13,547.95,1820.47,466.245,1055.16,535.4,272
10/19/2000,1388.76,556.92,1879.51,481.356,1055.85,534.46,270.3
10/20/2000,1396.93,560.05,1903.46,487.481,1058.34,534.91,270.45
10/23/2000,1395.78,561.29,1913.39,490.016,1061.75,535.65,271.45
10/24/2000,1398.13,567.49,1905.15,487.901,1061.77,536.06,270.2
10/25/2000,1364.9,563.92,1855.9,475.271,1059.1,535.77,266.8
10/26/2000,1364.44,560.01,1873.59,479.792,1059.48,534.85,266.4
10/27/2000,1379.58,569.52,1874.18,479.891,1058.49,534.1,263.8
10/30/2000,1398.66,586.62,1885.57,482.777,1058.67,530.12,264.75
10/31/2000,1429.4,591.95,1944.04,497.734,1057.16,528.24,264.5
11/1/2000,1421.22,588.56,1934.47,495.223,1059.18,528.43,265.5
11/2/2000,1428.32,587.59,1980.71,507.035,1060.14,527.52,264.85
11/3/2000,1426.69,586.47,1983.74,507.801,1056.33,526.85,264.65
11/6/2000,1432.19,589.74,1968.98,504.011,1055.68,525.72,265.7
11/7/2000,1431.87,588.83,1977.06,506.065,1055.82,524.84,265.5
11/8/2000,1409.28,588.17,1956.49,500.709,1056.94,525.78,264.1
11/9/2000,1400.14,585.41,1935.76,495.382,1059.38,525.86,264.65
11/10/2000,1365.98,579.97,1879.51,480.972,1059.26,525.66,264.85
11/13/2000,1351.26,574.91,1862.6,476.571,1061.33,525.08,264.85
11/14/2000,1382.95,578.84,1903.31,486.956,1062.44,525.23,264.95
11/15/2000,1389.81,579.36,1922.6,491.833,1062.73,525.41,264.6
11/16/2000,1372.32,578.37,1883.01,481.669,1063.41,525.29,266.7
11/17/2000,1367.72,573.7,1887.19,482.73,1060.84,524.56,265.25
11/20/2000,1342.62,567.09,1838.58,470.28,1059.27,523.84,266.15
11/21/2000,1347.35,569.17,1825.18,466.825,1059.54,522.78,266.15
11/22/2000,1322.36,562.57,1790.51,457.947,1062.32,519.06,266.15
11/23/2000,,,,,,,265.7
11/24/2000,1341.77,565.29,1845.06,471.895,1060.85,519.2,265.55
11/27/2000,1348.97,567.77,1844.52,471.74,1060.12,518.48,268.15
11/28/2000,1336.09,569.1,1795.15,459.073,1061.68,516.2,269.95
11/29/2000,1341.91,573.23,1778.25,454.645,1064.17,515.64,269.1
11/30/2000,1314.95,568.76,1744.48,446.007,1069.71,507.32,269.1
12/1/2000,1315.23,568.11,1786.97,456.867,1066.6,505.85,269.2
12/4/2000,1324.97,572.65,1761.85,450.443,1066.94,505.35,270.7
12/5/2000,1376.54,583.34,1843.11,471.212,1071.62,505.64,270.8
12/6/2000,1351.46,576.15,1813.67,463.619,1077.58,507.28,271.6
12/7/2000,1343.55,576.64,1804.08,461.158,1078.36,507.63,273.9
12/8/2000,1369.89,582.86,1874.38,479.114,1077.35,508.05,272.95
12/11/2000,1380.2,584.11,1906.35,487.279,1077.6,509.7,270.7
12/12/2000,1371.18,584.7,1869.51,477.82,1078.83,512.4,270.75
12/13/2000,1359.99,585.74,1839.21,469.956,1083.96,515.12,269.6
12/14/2000,1340.93,577.41,1807.67,461.871,1087.56,515.66,269.3
12/15/2000,1312.15,569.93,1792.91,458.1,1087.26,514.95,270.35
12/18/2000,1322.74,580.76,1813.25,463.276,1088.4,515.2,270.2
12/19/2000,1305.6,576.92,1795.93,458.84,1086.89,516.17,269.55
12/20/2000,1264.74,566.9,1737.48,443.841,1091.37,516.75,272.45
12/21/2000,1274.86,572.38,1750.2,447.085,1091.65,516.82,273.1
12/22/2000,1305.97,579.31,1812.69,463.046,1093.29,517.04,
12/26/2000,1315.19,587.63,1826.94,466.679,1093,517.68,
12/27/2000,1328.92,594.45,1877.48,479.351,1090.07,517.56,275.05
12/28/2000,1334.22,598.73,1935.28,494.065,1088.88,517.04,274.45
12/29/2000,1320.28,596.51,1894.3,483.582,1089.65,517.12,
1/2/2001,1283.27,587.61,1811.88,462.534,1100.86,518.34,271.1
1/3/2001,1347.56,598.2,1897.69,484.43,1094.35,518.07,267.15
1/4/2001,1333.34,591.62,1869.61,477.234,1100.92,520.66,267.1
1/5/2001,1298.35,582.63,1814.57,463.186,1109.07,523.05,267.4
1/8/2001,1295.86,582.46,1808.78,461.679,1112.19,524.19,268.3
1/9/2001,1300.8,581.56,1817.88,463.982,1108.58,527,267
1/10/2001,1313.27,585.92,1863.2,475.482,1103.38,526.85,266.3
1/11/2001,1326.82,584.9,1896.19,483.883,1104.97,532.7,264.15
1/12/2001,1318.32,582.02,1903.68,485.79,1098.81,534.31,263.7
1/15/2001,,,,,,,263.5
1/16/2001,1326.65,587.77,1933.22,493.33,1100.84,535.9,264.45
1/17/2001,1329.47,584.79,1933.95,493.493,1106.14,537.35,263.5
1/18/2001,1347.97,584.6,1938.5,494.652,1112.35,540.37,264.9
1/19/2001,1342.54,579.76,1912.95,488.129,1109.54,540.79,264.9
1/22/2001,1342.9,581.71,1921.2,490.213,1108.14,540.88,266.15
1/23/2001,1360.4,587.39,1967.8,502.095,1105.59,542.77,266.1
1/24/2001,1364.3,588.44,1968.69,502.305,1107.14,545.15,264.25
1/25/2001,1357.51,591.62,1955.92,499.04,1110.07,546.87,264.9
1/26/2001,1354.95,589.53,1954.65,498.71,1110.7,547.86,263.55
1/29/2001,1364.17,593,1991.03,507.946,1109.73,549.18,262.85
1/30/2001,1373.73,598.42,2005.82,511.695,1114.42,549.73,264.95
1/31/2001,1366.01,597.97,1992.92,508.38,1120.84,555.86,264.5
2/1/2001,1373.47,601.53,1995.66,509.016,1126.22,557.07,267.65
2/2/2001,1349.47,596.98,1964.51,501.059,1121.32,557.62,266.7
2/5/2001,1354.31,601.57,1963.42,500.772,1119.59,558.36,265.45
2/6/2001,1352.26,599.89,1983.24,505.798,1114.53,557.66,262.7
2/7/2001,1340.89,598.41,1988.8,507.125,1114.46,559.07,263.15
2/8/2001,1332.53,598.21,1972.45,502.929,1114.9,559.41,262.95
2/9/2001,1314.76,596.72,1949.53,497.079,1118.76,560.13,259.9
2/12/2001,1330.31,603.32,1982.18,505.377,1117.03,560.79,261.1
2/13/2001,1318.8,601.22,1971.6,502.588,1115.74,561.57,260.75
2/14/2001,1315.92,594.33,1975.5,503.518,1113.13,561.79,260.25
2/15/2001,1326.61,595.53,1996.55,508.871,1112.17,562.99,258.55
2/16/2001,1301.53,594.85,1959.03,499.301,1116.96,562.8,257.45
2/19/2001,,,,,,,259.45
2/20/2001,1278.94,589.17,1927.23,491.183,1116.89,562.48,256.25
2/21/2001,1255.27,579.59,1897.41,483.543,1114.13,561.87,257.5
2/22/2001,1252.82,579.37,1872.96,477.283,1114.54,561.18,258.85
2/23/2001,1245.86,575.64,1873.82,477.48,1116.75,561.22,260.45
2/26/2001,1267.65,585.59,1916.55,488.33,1119.9,561.3,263.2
2/27/2001,1257.94,586.55,1879.28,478.773,1126.01,561.45,268.3
2/28/2001,1239.94,580.26,1862.16,474.391,1130.31,563.26,266.7
3/1/2001,1241.23,577.84,1858.01,473.318,1133.9,563.45,266.35
3/2/2001,1234.18,581.91,1871.99,476.876,1128.75,562.64,263.1
3/5/2001,1241.41,583.3,1867.75,475.796,1128.65,562.78,262.5
3/6/2001,1253.8,584.82,1888.71,481.125,1129.49,563.25,261.85
3/7/2001,1261.89,589.83,1903.53,484.843,1133.85,564.32,260.65
3/8/2001,1264.74,594.85,1890.53,481.497,1136.4,564.65,263.65
3/9/2001,1233.42,586.51,1859.79,473.66,1133.53,564.22,269.8
3/12/2001,1180.16,567.43,1799.92,458.401,1133.44,564.47,272.5
3/13/2001,1197.66,570.24,1815.36,462.257,1131.89,561.79,269.3
3/14/2001,1166.71,554.32,1782.02,453.704,1136.9,559.6,263.85
3/15/2001,1173.56,560.44,1776.04,452.169,1137.82,559.59,262.05
3/16/2001,1150.53,551.69,1735.33,441.802,1140.74,558.04,260.7
3/19/2001,1170.81,558.79,1772.62,451.278,1138.55,557.76,260.55
3/20/2001,1142.62,548.51,1746.02,444.486,1141.75,555.82,261.55
3/21/2001,1122.14,536.92,1711.86,435.755,1142.41,554.14,262
3/22/2001,1117.58,527.09,1700.33,432.806,1144.4,551.59,261.15
3/23/2001,1139.83,536.58,1741.49,443.279,1140.72,552.4,262.85
3/26/2001,1152.69,545.99,1757.64,447.388,1139.24,552.98,262.2
3/27/2001,1182.17,558.21,1779.26,452.888,1133.22,552.69,262
3/28/2001,1153.29,551.15,1738.12,442.202,1133.39,552.85,260.15
3/29/2001,1147.95,551.84,1735.68,441.536,1134.66,551.78,260.15
3/30/2001,1160.33,559.08,1771.07,450.537,1137.24,550,257.7
4/2/2001,1145.87,555.76,1728.69,439.749,1136.55,549.71,255.95
4/3/2001,1106.46,540.45,1678.59,426.978,1136.33,547.77,257.1
4/4/2001,1103.25,539.4,1673.82,425.744,1137.25,544.66,259.45
4/5/2001,1151.44,555.11,1748.5,444.733,1134.86,543.38,258.1
4/6/2001,1128.43,545.52,1709.17,434.687,1140.07,542.86,258.8
4/9/2001,1137.59,550.22,1736.67,441.673,1137.33,542.18,259
4/10/2001,1168.38,561.78,1777.04,451.851,1128.99,541.87,256.65
4/11/2001,1165.89,557.17,1766.97,449.261,1128.88,542.24,257.7
4/12/2001,1183.5,562.06,1789.66,455.03,1127.5,541.55,259.25
4/16/2001,1179.68,563.88,1773.55,450.933,1121.44,541.76,
4/17/2001,1191.81,568.61,1791.94,455.606,1125.87,541.87,260.55
4/18/2001,1238.16,581.36,1834.95,466.537,1132.28,541.24,258.85
4/19/2001,1253.7,582.02,1858.2,472.425,1126.54,540.52,263.1
4/20/2001,1242.98,575.79,1835.85,466.723,1127.1,540.96,263.85
4/23/2001,1224.36,572.9,1813.74,461.101,1131.43,541.68,262.6
4/24/2001,1209.47,569.67,1818.76,462.361,1131.39,542.39,263.4
4/25/2001,1228.75,577.59,1859.71,472.755,1130.67,542.61,263.5
4/26/2001,1234.52,582.28,1878.87,477.573,1137.05,543.45,263.5
4/27/2001,1253.05,589.49,1904.24,483.985,1129.85,543.88,264.6
4/30/2001,1249.46,585.72,1909.62,485.33,1133.53,543.15,263.15
5/1/2001,1266.44,591.21,1930.03,490.493,1136.91,543.89,264
5/2/2001,1267.43,588.91,1934.96,491.676,1138.33,547.24,263.95
5/3/2001,1248.58,584.93,1911.52,485.682,1144.28,548.09,266.4
5/4/2001,1266.61,591.49,1940.01,492.908,1145.31,548.38,266.6
5/7/2001,1263.51,590.85,1927.32,489.674,1144.44,548.92,
5/8/2001,1261.2,587.28,1935.91,491.797,1142.72,549.07,265.2
5/9/2001,1255.54,587.59,1929.78,490.185,1145.18,549.12,267.85
5/10/2001,1255.18,588.9,1931.53,490.62,1139.19,549.1,268.45
5/11/2001,1245.67,585.15,1919.16,487.392,1128.49,548.47,269.05
5/14/2001,1248.92,589.39,1916.35,486.677,1133.16,548.93,268.35
5/15/2001,1249.44,590.72,1928.22,489.664,1132.07,548.69,266.6
5/16/2001,1284.99,604.36,1958.38,497.244,1135.09,548.14,270.9
5/17/2001,1288.49,603.99,1988.16,504.789,1137.9,548.26,274
5/18/2001,1291.96,605.51,1994.18,506.314,1139.73,548.4,273
5/21/2001,1312.83,609.16,2032.13,515.947,1139.94,548.92,291.25
5/22/2001,1309.38,608.45,2037.41,517.285,1139.67,549.07,284.15
5/23/2001,1289.05,602.43,1998.69,507.406,1140.26,549.58,283.15
5/24/2001,1293.17,603.16,2010.69,510.441,1135,549.74,286.05
5/25/2001,1277.89,598.34,2003.76,508.666,1135.62,549.95,276.25
5/29/2001,1267.93,598.46,1979.28,502.416,1136.44,550.63,275.75
5/30/2001,1248.08,593.63,1946.51,494.002,1137.14,552.45,271
5/31/2001,1255.82,597.64,1956.56,496.545,1143.59,552.93,267.5
6/1/2001,1260.67,597.76,1977.13,501.762,1147.23,552.94,265.4
6/4/2001,1267.11,601.31,1999.24,507.369,1150.15,553.82,266.5
6/5/2001,1283.57,605.33,2035.35,516.532,1154.99,552.73,265.7
6/6/2001,1270.03,598.92,2020.22,512.642,1156,552.9,265.5
6/7/2001,1276.96,597.75,2028.89,514.821,1153.14,553.03,266.1
6/8/2001,1264.96,594.75,2016.61,511.701,1150.06,552.93,267
6/11/2001,1254.39,592.5,1998.1,506.993,1153.31,553.49,268.5
6/12/2001,1255.85,592.3,1998.25,506.995,1155.85,552.95,269.9
6/13/2001,1241.6,588.92,1991.6,505.186,1154.96,552.68,271.95
6/14/2001,1219.87,580.26,1953.31,495.446,1158.05,551.71,272.4
6/15/2001,1214.36,579.46,1952.31,495.189,1156.22,549.77,272.2
6/18/2001,1208.43,578.3,1934.24,490.594,1154.89,548.38,272
6/19/2001,1212.58,580.37,1927.17,488.797,1153.96,541.92,273.4
6/20/2001,1223.14,583.82,1955.45,495.931,1154.5,538.64,271.5
6/21/2001,1237.04,590.04,1963.22,497.875,1156.41,538.82,271.7
6/22/2001,1225.35,585.82,1927.14,488.719,1162.11,539.58,273.3
6/25/2001,1218.6,580.91,1909.58,484.262,1162.4,539.8,272.9
6/26/2001,1216.76,579.8,1935.68,490.879,1157.17,539.57,274
6/27/2001,1211.07,577.67,1955.26,495.638,1156.26,539.5,274.8
6/28/2001,1226.2,583.18,1984.72,503.059,1151.34,538.69,269.5
6/29/2001,1224.42,583.77,2024.12,513.044,1149.31,537.42,270.6
7/2/2001,1236.71,588.31,1965.69,498.176,1154.23,538.18,268.35
7/3/2001,1234.45,587.24,1957.16,495.983,1151.88,538.78,268.5
7/4/2001,,,,,,,267.6
7/5/2001,1219.24,584.48,1941.02,491.882,1150.24,538.95,266.3
7/6/2001,1190.59,574.59,1903.84,482.43,1153.33,539.5,265.1
7/9/2001,1198.78,576.48,1914.59,485.146,1154.93,539.68,266.1
7/10/2001,1181.52,571.24,1883.73,477.319,1158.14,539.87,267.45
7/11/2001,1180.18,570.82,1874.93,475.011,1156.99,539.05,267.55
7/12/2001,1208.14,579.73,1927.03,488.193,1160,538.81,266.3
7/13/2001,1215.68,582.14,1933.63,489.859,1159.75,538.62,266.35
7/16/2001,1202.45,578.62,1909.72,483.786,1163.48,539.04,268.25
7/17/2001,1214.44,583.81,1936.45,490.556,1163.83,537.65,267.6
7/18/2001,1207.71,582.77,1909.05,483.61,1170.9,537.77,268.55
7/19/2001,1215.02,583.91,1924.52,487.526,1171.32,537.6,270.3
7/20/2001,1210.85,580.94,1926.38,487.986,1171.81,537.21,269.7
7/23/2001,1191.03,574.15,1905.77,482.765,1173.35,537.84,268.7
7/24/2001,1171.65,563.17,1872.51,474.321,1174.87,538.01,268.75
7/25/2001,1190.49,571.56,1883.38,477.045,1171.02,537.79,268.4
7/26/2001,1202.93,578.07,1915.3,485.119,1172.77,539.3,267.5
7/27/2001,1205.82,578.83,1915.3,485.066,1176.69,539.86,266.15
7/30/2001,1204.52,579.18,1914.21,484.765,1179.27,542.22,266.3
7/31/2001,1211.23,581.73,1914.55,484.838,1180.46,545.33,265.9
8/1/2001,1215.93,583.92,1932.23,489.289,1179.63,545.71,267.35
8/2/2001,1220.75,585.46,1931.38,489.042,1175.65,546.46,267
8/3/2001,1214.35,582.97,1924.18,487.19,1174.53,546.71,267.85
8/6/2001,1200.48,577.28,1899.78,481.009,1175.4,548.2,267.2
8/7/2001,1204.4,579.62,1897.35,480.381,1175.6,548.46,266.45
8/8/2001,1183.53,572.38,1867.26,472.676,1182.13,548.79,266.4
8/9/2001,1183.43,571.44,1873.46,474.233,1180.11,548.8,270
8/10/2001,1190.16,576.18,1878.75,475.563,1182.24,549.55,275.8
8/13/2001,1191.29,576.23,1887.18,477.651,1183.05,549.36,275.6
8/14/2001,1186.73,575.98,1897.56,480.258,1182.44,550.34,274.5
8/15/2001,1178.02,572.97,1892.83,479,1181.33,550.41,275.35
8/16/2001,1181.66,574.24,1903.72,481.733,1183.17,550.43,275.9
8/17/2001,1161.97,567.21,1879.94,475.704,1187.75,550.5,277.45
8/20/2001,1171.41,570.94,1892.66,478.923,1184.14,550.76,276.65
8/21/2001,1157.26,567.36,1866.51,472.302,1185.48,550.86,276.3
8/22/2001,1165.31,569.85,1886.25,477.234,1185.56,550.97,275.85
8/23/2001,1162.09,568.67,1871.43,473.477,1187.98,550.09,274.85
8/24/2001,1184.93,574.48,1900.65,480.865,1186.9,550.14,272.8
8/27/2001,1179.21,571.26,1893.24,478.99,1186.71,550.54,
8/28/2001,1161.51,565.4,1874.58,474.262,1192.46,550.94,271.05
8/29/2001,1148.6,560.49,1871.54,473.396,1196.35,550.76,272.85
8/30/2001,1129.03,554.98,1851.16,468.22,1196.24,553,272.3
8/31/2001,1133.58,557.14,1852.71,468.612,1195.79,551.76,273
9/3/2001,,,,,,,273.35
9/4/2001,1132.94,559.25,1846.38,467.008,1184.03,551.79,272.3
9/5/2001,1131.74,557.03,1828.96,462.569,1185.81,551.74,271.3
9/6/2001,1106.4,547.55,1793.08,453.457,1191.13,551.97,272.05
9/7/2001,1085.78,538.37,1760.66,445.252,1194,552.19,273.6
9/10/2001,1092.54,539.48,1743.09,440.789,1191.19,552.45,271.5
9/11/2001,,539.48,1743.22,440.789,,,287
9/12/2001,,539.48,1743.65,440.789,,,279
9/13/2001,,539.48,1743.68,440.789,,,280.25
9/14/2001,,539.48,1743.68,440.789,1193.97,,285.75
9/17/2001,1038.77,514.46,1652.51,417.73,1190.25,,293.25
9/18/2001,1032.74,512.95,1628.76,411.721,1185.77,,289.4
9/19/2001,1016.1,505.32,1595.41,403.252,1189.3,,288.1
9/20/2001,984.54,490.03,1533.98,387.703,1184.48,,288.5
9/21/2001,965.8,481.13,1499.4,378.954,1185.19,523.22,292.5
9/24/2001,1003.45,495.96,1558.28,393.834,1185.86,523.59,288.2
9/25/2001,1012.27,500.35,1567.8,396.235,1187.51,523.78,288
9/26/2001,1007.04,498.32,1543.3,389.834,1191.93,524.13,291.45
9/27/2001,1018.61,505.57,1556.15,393.015,1196.16,523.37,289.8
9/28/2001,1040.94,517.19,1603.32,404.927,1191.78,514.68,293.1
10/1/2001,1038.55,515.09,1574.57,397.664,1194.75,514.86,290.6
10/2/2001,1051.33,521.94,1591.17,401.851,1199.2,515.35,291.65
10/3/2001,1072.28,528.61,1636.63,413.272,1202.42,516.06,290.1
10/4/2001,1069.63,526.84,1651.82,417.098,1202.06,516.15,290.35
10/5/2001,1071.38,523.69,1643.73,415.028,1202.54,515.72,291.2
10/8/2001,1062.44,518.74,1632.7,412.243,,,291.85
10/9/2001,1056.75,518.62,1618.91,408.748,1198.19,516.67,290
10/10/2001,1080.99,528.08,1670.44,421.732,1198.94,516.28,287.15
10/11/2001,1097.43,533.3,1707.67,431.093,1195.26,516.26,281.85
10/12/2001,1091.65,528.46,1698.02,428.65,1196.89,520.86,281.8
10/15/2001,1089.98,527.86,1704,430.152,1201.24,521.71,281.85
10/16/2001,1097.54,532.03,1721.57,434.587,1204.95,520.74,281.1
10/17/2001,1077.09,525.03,1681.89,424.558,1206.19,519.81,281.6
10/18/2001,1068.61,518.68,1668.39,421.12,1207.25,519.99,281
10/19/2001,1073.48,519.3,1686.81,425.765,1204.91,519.91,279.15
10/22/2001,1089.9,526.02,1705.82,430.556,1205.27,520.35,275.9
